title,company,summary,salary
Sports Data Scientist,Awesemo.com LLC,Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data. We're looking for someone to assist in the...,"$50,000 - $100,000 a year"
Enterprise Data - Quant Researcher (Machine Learning),Bloomberg,"We're Bloomberg Enterprise Data - fast paced, innovative and expanding. We have worked hard and smart to become the $1bn business we are today. We partner...",0
Data Scientist,Soaren Management,We're currently looking for an experienced Data Scientist with deep technical and statistical knowledge and a proven track record to drive business value...,0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US...",$21.93 - $26.43 an hour
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning...","$100,000 - $150,000 a year"
Academic Statistician,Noom Inc.,"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity,...",0
Lead Data Scientist,Aetna,"Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster, generating insights to guide consumers...",0
Pricing Data Scientist,Tarifica,About the Position Tarifica develops and maintains software and algorithmic tools that help mobile operators track the prices and offers of their...,0
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. They should have extensive knowledge of Tableau and data integration. The...,"$65,000 - $75,000 a year"
Data Scientist,Lyons Hathaway,Role Overview Lyons Hathaway is a company of expert resources in the data management and business analytics software and services domain. We have a...,0
Data Scientist,SEMA4,"Sema4 is a next-generation health information company, spun out of the Mount Sinai Health System, that provides advanced genomic testing and merges big data...",0
"Data Scientist, Healthcare Methodology",UnitedHealth Group,This is a unique opportunity to join a team at the vanguard of applied healthcare analytics. This role is for someone passionate about using analytics to...,0
Medical Data Scientist,Katalyst Healthcares & Life Sciences,Roles and Responsibilities: Abstracts all necessary information from Safety Data and recognize data discrepancies in Clinical Database. Performs...,0
Data Scientist - Fraud Analytics,DiDi Labs,"Data Scientist - Fraud Analytics We are looking for an experienced Data Scientist to provide data-driven, action-oriented solutions to risk problems through...",0
Data Scientist,Coverance Insurance Solutions Inc,"At Coverance Insurnace Solutions, Inc we're looking for a full-time Data Scientist. If you've ever wanted to work for a startup that's working on next...",0
Data Scientist – Content Marketing Engagement,Spotify,We are looking for a Senior Data Scientist with marketing analytics background to join the Spotify product Insights team in New York City. As part of the...,0
Data Scientist,LOCKHEED MARTIN CORPORATION,Are you a data scientist? Does the idea of working on the most interesting machine learning problems at the world's largest defense contractor excite you?...,0
Data Scientist,PERITUS.AI,"Full Time Palo Alto, California About Peritus Peritus enables self-healing autonomous datacenters with automated, cognitive support for infrastructure...",0
Data Scientist,Analysis Group,"Overview Analysis Group is one of the largest international economics consulting firms, with more than 1,000 professionals across 14 offices in North America,...",0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
